	F	order
F_04164	PSin3	2
F_04165	PSin3	5
F_04166	PSin3	0
F_04167	PSin3	3
F_04168	PSin3	4
F_04169	PSin3	5
F_04170	PSin3	4
F_04171	PSin3	3
F_04172	PSin3	0
F_04173	PSin3	1
F_04174	PSin3	3
F_04175	PSin3	4
F_04176	PSin3	1
F_04177	PSin3	5
F_04178	PSin3	3
F_04179	PSin3	2
F_04180	PSin3	1
F_04181	PSin3	1
F_04182	PSin3	0
F_04183	PSin3	5
F_04184	PSin3	2
F_04185	PSin3	5
F_04186	PSin3	4
F_04187	PSin3	4
F_04188	PSin3	2
F_04189	PSin3	5
F_04190	PSin3	4
F_04191	PSin3	5
F_04192	PSin3	1
F_04193	PSin3	4
F_04194	PSin3	4
F_04195	PSin3	5
F_04196	PSin3	1
F_04197	PSin3	4
F_04198	PSin3	5
F_04199	PSin3	1
F_04200	PSin3	2
F_04201	PSin3	0
F_04202	PSin3	4
F_04203	PSin3	0
F_04204	PSin3	4
F_04205	PSin3	2
F_04206	PSin3	4
F_04207	PSin3	3
F_04208	PSin3	0
F_04209	PSin3	5
F_04210	PSin3	5
F_04211	PSin3	3
F_04212	PSin3	3
F_04213	PSin3	4
F_04214	PSin3	0
F_04215	PSin3	2
F_04216	PSin3	1
F_04217	PSin3	5
F_04218	PSin3	3
F_04219	PSin3	4
F_04220	PSin3	4
F_04221	PSin3	3
F_04222	PSin3	0
F_04223	PSin3	3
F_04224	PSin3	3
F_04225	PSin3	2
F_04226	PSin3	4
F_04227	PSin3	5
F_04228	PSin3	0
F_04229	PSin3	1
F_04230	PSin3	1
F_04231	PSin3	4
F_04232	PSin3	0
F_04233	PSin3	4
F_04234	PSin3	3
F_04235	PSin3	4
F_04236	PSin3	1
F_04237	PSin3	4
F_04238	PSin3	2
F_04239	PSin3	1
F_04240	PSin3	1
F_04241	PSin3	1
F_04242	PSin3	1
F_04243	PSin3	0
F_04244	PSin3	2
F_04245	PSin3	5
F_04246	PSin3	0
F_04247	PSin3	3
F_04248	PSin3	3
F_04249	PSin3	0
F_04250	PSin3	3
F_04251	PSin3	5
F_04252	PSin3	4
F_04253	PSin3	4
F_04254	PSin3	1
F_04255	PSin3	1
F_04256	PSin3	5
F_04257	PSin3	4
F_04258	PSin3	3
F_04259	PSin3	4
F_04260	PSin3	4
F_04261	PSin3	3
F_04262	PSin3	1
F_04263	PSin3	0
F_04264	PSin3	2
F_04265	PSin3	3
F_04266	PSin3	4
F_04267	PSin3	2
F_04268	PSin3	2
F_04269	PSin3	0
F_04270	PSin3	3
F_04271	PSin3	5
F_04272	PSin3	1
F_04273	PSin3	4
F_04274	PSin3	4
F_04275	PSin3	0
F_04276	PSin3	5
F_04277	PSin3	5
F_04278	PSin3	0
F_04279	PSin3	3
F_04280	PSin3	1
F_04281	PSin3	2
F_04282	PSin3	5
F_04283	PSin3	4
F_04284	PSin3	0
F_04285	PSin3	0
F_04286	PSin3	5
F_04287	PSin3	2
F_04288	PSin3	2
F_04289	PSin3	4
F_04290	PSin3	2
F_04291	PSin3	5
F_04292	PSin3	0
F_04293	PSin3	0
F_04294	PSin3	3
F_04295	PSin3	3
F_04296	PSin3	5
F_04297	PSin3	3
F_04298	PSin3	2
F_04299	PSin3	0
F_04300	PSin3	2
F_04301	PSin3	3
F_04302	PSin3	2
F_04303	PSin3	4
F_04304	PSin3	3
F_04305	PSin3	0
F_04306	PSin3	3
F_04307	PSin3	2
F_04308	PSin3	3
F_04309	PSin3	2
F_04310	PSin3	0
F_04311	PSin3	2
F_04312	PSin3	5
F_04313	PSin3	0
F_04314	PSin3	4
F_04315	PSin3	2
F_04316	PSin3	1
F_04317	PSin3	2
F_04318	PSin3	2
F_04319	PSin3	5
F_04320	PSin3	0
F_04321	PSin3	2
F_04322	PSin3	3
F_04323	PSin3	0
F_04324	PSin3	2
F_04325	PSin3	1
F_04326	PSin3	0
F_04327	PSin3	2
F_04328	PSin3	3
F_04329	PSin3	4
F_04330	PSin3	5
F_04331	PSin3	0
F_04332	PSin3	3
F_04333	PSin3	0
F_04334	PSin3	5
F_04335	PSin3	0
F_04336	PSin3	0
F_04337	PSin3	0
F_04338	PSin3	2
F_04339	PSin3	1
F_04340	PSin3	4
F_04341	PSin3	4
F_04342	PSin3	4
F_04343	PSin3	0
F_04344	PSin3	2
F_04345	PSin3	5
F_04346	PSin3	1
F_04347	PSin3	3
F_04348	PSin3	5
F_04349	PSin3	1
F_04350	PSin3	3
F_04351	PSin3	4
F_04352	PSin3	4
F_04353	PSin3	4
F_04354	PSin3	0
F_04355	PSin3	3
F_04356	PSin3	3
F_04357	PSin3	2
F_04358	PSin3	3
F_04359	PSin3	3
F_04360	PSin3	2
F_04361	PSin3	4
F_04362	PSin3	0
F_04363	PSin3	2
F_04364	PSin3	1
F_04365	PSin3	4
F_04366	PSin3	0
F_04367	PSin3	4
F_04368	PSin3	2
F_04369	PSin3	5
F_04370	PSin3	1
F_04371	PSin3	0
F_04372	PSin3	5
F_04373	PSin3	3
F_04374	PSin3	5
F_04375	PSin3	4
F_04376	PSin3	5
F_04377	PSin3	3
F_04378	PSin3	2
F_04379	PSin3	5
F_04380	PSin3	1
F_04381	PSin3	1
F_04382	PSin3	5
F_04383	PSin3	5
F_04384	PSin3	2
F_04385	PSin3	3
F_04386	PSin3	1
F_04387	PSin3	5
F_04388	PSin3	5
F_04389	PSin3	1
F_04390	PSin3	2
F_04391	PSin3	1
F_04392	PSin3	0
F_04393	PSin3	4
F_04394	PSin3	5
F_04395	PSin3	4
F_04396	PSin3	3
F_04397	PSin3	5
F_04398	PSin3	0
F_04399	PSin3	1
F_04400	PSin3	3
F_04401	PSin3	0
F_04402	PSin3	3
F_04403	PSin3	5
F_04404	PSin3	2
F_04405	PSin3	0
F_04406	PSin3	4
F_04407	PSin3	1
F_04408	PSin3	0
F_04409	PSin3	1
F_04410	PSin3	1
F_04411	PSin3	3
F_04412	PSin3	3
F_04413	PSin3	3
F_04414	PSin3	5
F_04415	PSin3	2
F_04416	PSin3	5
F_04417	PSin3	4
F_04418	PSin3	0
F_04419	PSin3	2
F_04420	PSin3	0
F_04421	PSin3	2
F_04422	PSin3	3
F_04423	PSin3	4
F_04424	PSin3	4
F_04425	PSin3	3
F_04426	PSin3	0
F_04427	PSin3	4
F_04428	PSin3	0
F_04429	PSin3	3
F_04430	PSin3	0
F_04431	PSin3	1
F_04432	PSin3	5
F_04433	PSin3	4
F_04434	PSin3	1
F_04435	PSin3	2
F_04436	PSin3	4
F_04437	PSin3	3
F_04438	PSin3	4
F_04439	PSin3	3
F_04440	PSin3	2
F_04441	PSin3	3
F_04442	PSin3	5
F_04443	PSin3	3
F_04444	PSin3	3
F_04445	PSin3	3
F_04446	PSin3	3
F_04447	PSin3	0
F_04448	PSin3	2
F_04449	PSin3	3
F_04450	PSin3	5
F_04451	PSin3	3
F_04452	PSin3	0
F_04453	PSin3	0
F_04454	PSin3	4
F_04455	PSin3	5
F_04456	PSin3	3
F_04457	PSin3	2
F_04458	PSin3	3
F_04459	PSin3	4
F_04460	PSin3	3
F_04461	PSin3	4
F_04462	PSin3	3
F_04463	PSin3	4
F_04464	PSin3	1
F_04465	PSin3	1
F_04466	PSin3	2
F_04467	PSin3	0
F_04468	PSin3	3
F_04469	PSin3	3
F_04470	PSin3	1
F_04471	PSin3	0
F_04472	PSin3	2
F_04473	PSin3	5
F_04474	PSin3	5
F_04475	PSin3	3
F_04476	PSin3	5
F_04477	PSin3	5
F_04478	PSin3	0
F_04479	PSin3	2
F_04480	PSin3	5
F_04481	PSin3	2
F_04482	PSin3	5
F_04483	PSin3	3
F_04484	PSin3	3
F_04485	PSin3	2
F_04486	PSin3	1
F_04487	PSin3	4
F_04488	PSin3	0
F_04489	PSin3	2
F_04490	PSin3	0
F_04491	PSin3	0
F_04492	PSin3	0
F_04493	PSin3	2
F_04494	PSin3	3
F_04495	PSin3	5
F_04496	PSin3	1
F_04497	PSin3	4
F_04498	PSin3	1
F_04499	PSin3	1
F_04500	PSin3	0
F_04501	PSin3	0
F_04502	PSin3	1
F_04503	PSin3	3
F_04504	PSin3	1
F_04505	PSin3	1
F_04506	PSin3	1
F_04507	PSin3	0
F_04508	PSin3	4
F_04509	PSin3	5
F_04510	PSin3	5
F_04511	PSin3	0
F_04512	PSin3	2
F_04513	PSin3	5
F_04514	PSin3	3
F_04515	PSin3	0
F_04516	PSin3	2
F_04517	PSin3	3
F_04518	PSin3	1
F_04519	PSin3	3
F_04520	PSin3	5
F_04521	PSin3	2
F_04522	PSin3	2
F_04523	PSin3	0
F_04524	PSin3	4
F_04525	PSin3	2
F_04526	PSin3	5
F_04527	PSin3	5
F_04528	PSin3	0
F_04529	PSin3	5
F_04530	PSin3	5
F_04531	PSin3	4
F_04532	PSin3	0
F_04533	PSin3	3
F_04534	PSin3	5
F_04535	PSin3	4
F_04536	PSin3	2
F_04537	PSin3	2
F_04538	PSin3	2
F_04539	PSin3	2
F_04540	PSin3	2
F_04541	PSin3	1
F_04542	PSin3	5
F_04543	PSin3	2
F_04544	PSin3	3
F_04545	PSin3	5
F_04546	PSin3	3
F_04547	PSin3	0
F_04548	PSin3	0
F_04549	PSin3	4
F_04550	PSin3	3
F_04551	PSin3	2
F_04552	PSin3	5
F_04553	PSin3	5
F_04554	PSin3	1
F_04555	PSin3	0
F_04556	PSin3	5
F_04557	PSin3	0
F_04558	PSin3	2
F_04559	PSin3	2
F_04560	PSin3	5
F_04561	PSin3	4
F_04562	PSin3	4
F_04563	PSin3	3
F_04564	PSin3	3
F_04565	PSin3	4
F_04566	PSin3	1
F_04567	PSin3	2
F_04568	PSin3	2
F_04569	PSin3	0
F_04570	PSin3	2
F_04571	PSin3	4
F_04572	PSin3	0
F_04573	PSin3	1
F_04574	PSin3	2
F_04575	PSin3	2
F_04576	PSin3	2
F_04577	PSin3	4
F_04578	PSin3	1
F_04579	PSin3	5
F_04580	PSin3	3
F_04581	PSin3	1
F_04582	PSin3	3
F_04583	PSin3	1
F_04584	PSin3	5
F_04585	PSin3	1
F_04586	PSin3	5
F_04587	PSin3	1
F_04588	PSin3	0
F_04589	PSin3	1
F_04590	PSin3	0
F_04591	PSin3	3
F_04592	PSin3	1
F_04593	PSin3	0
F_04594	PSin3	4
F_04595	PSin3	4
F_04596	PSin3	3
F_04597	PSin3	4
F_04598	PSin3	5
F_04599	PSin3	4
F_04600	PSin3	3
F_04601	PSin3	3
F_04602	PSin3	4
F_04603	PSin3	1
F_04604	PSin3	4
F_04605	PSin3	1
F_04606	PSin3	5
F_04607	PSin3	0
F_04608	PSin3	0
F_04609	PSin3	4
F_04610	PSin3	2
F_04611	PSin3	1
F_04612	PSin3	5
F_04613	PSin3	1
F_04614	PSin3	4
F_04615	PSin3	2
F_04616	PSin3	2
F_04617	PSin3	1
F_04618	PSin3	2
F_04619	PSin3	1
F_04620	PSin3	5
F_04621	PSin3	1
F_04622	PSin3	2
F_04623	PSin3	1
F_04624	PSin3	1
F_04625	PSin3	5
F_04626	PSin3	0
F_04627	PSin3	5
F_04628	PSin3	5
F_04629	PSin3	2
F_04630	PSin3	0
F_04631	PSin3	1
F_04632	PSin3	3
F_04633	PSin3	3
F_04634	PSin3	3
F_04635	PSin3	0
F_04636	PSin3	0
F_04637	PSin3	4
F_04638	PSin3	3
F_04639	PSin3	3
F_04640	PSin3	0
F_04641	PSin3	2
F_04642	PSin3	1
F_04643	PSin3	4
F_04644	PSin3	2
F_04645	PSin3	5
F_04646	PSin3	2
F_04647	PSin3	4
F_04648	PSin3	3
F_04649	PSin3	0
F_04650	PSin3	4
F_04651	PSin3	4
F_04652	PSin3	1
F_04653	PSin3	4
F_04654	PSin3	5
F_04655	PSin3	0
F_04656	PSin3	3
F_04657	PSin3	0
F_04658	PSin3	4
F_04659	PSin3	1
F_04660	PSin3	4
F_04661	PSin3	4
F_04662	PSin3	2
F_04663	PSin3	0
F_04664	PSin3	2
F_04665	PSin3	3
F_04666	PSin3	5
F_04667	PSin3	4
F_04668	PSin3	4
F_04669	PSin3	5
F_04670	PSin3	4
F_04671	PSin3	5
F_04672	PSin3	1
F_04673	PSin3	2
F_04674	PSin3	0
F_04675	PSin3	2
F_04676	PSin3	2
F_04677	PSin3	3
F_04678	PSin3	5
F_04679	PSin3	3
F_04680	PSin3	0
F_04681	PSin3	0
F_04682	PSin3	3
F_04683	PSin3	0
F_04684	PSin3	4
F_04685	PSin3	1
F_04686	PSin3	4
F_04687	PSin3	1
F_04688	PSin3	5
F_04689	PSin3	5
F_04690	PSin3	0
F_04691	PSin3	1
F_04692	PSin3	2
F_04693	PSin3	5
F_04694	PSin3	3
F_04695	PSin3	0
F_04696	PSin3	3
F_04697	PSin3	1
F_04698	PSin3	3
F_04699	PSin3	5
F_04700	PSin3	0
F_04701	PSin3	1
F_04702	PSin3	3
F_04703	PSin3	5
F_04704	PSin3	0
F_04705	PSin3	3
F_04706	PSin3	2
F_04707	PSin3	4
F_04708	PSin3	3
F_04709	PSin3	3
F_04710	PSin3	4
F_04711	PSin3	4
F_04712	PSin3	1
F_04713	PSin3	1
F_04714	PSin3	5
F_04715	PSin3	2
F_04716	PSin3	4
F_04717	PSin3	0
F_04718	PSin3	4
F_04719	PSin3	3
F_04720	PSin3	0
F_04721	PSin3	3
F_04722	PSin3	3
F_04723	PSin3	5
F_04724	PSin3	3
F_04725	PSin3	4
F_04726	PSin3	3
F_04727	PSin3	3
F_04728	PSin3	1
F_04729	PSin3	3
F_04730	PSin3	3
F_04731	PSin3	2
F_04732	PSin3	5
F_04733	PSin3	2
F_04734	PSin3	3
F_04735	PSin3	2
F_04736	PSin3	4
F_04737	PSin3	4
F_04738	PSin3	2
F_04739	PSin3	5
F_04740	PSin3	0
F_04741	PSin3	3
F_04742	PSin3	5
F_04743	PSin3	0
F_04744	PSin3	5
F_04745	PSin3	2
F_04746	PSin3	2
F_04747	PSin3	2
F_04748	PSin3	5
F_04749	PSin3	4
F_04750	PSin3	0
F_04751	PSin3	1
F_04752	PSin3	0
F_04753	PSin3	0
F_04754	PSin3	5
F_04755	PSin3	2
F_04756	PSin3	4
F_04757	PSin3	4
F_04758	PSin3	1
F_04759	PSin3	4
F_04760	PSin3	0
F_04761	PSin3	5
F_04762	PSin3	5
F_04763	PSin3	4
F_04764	PSin3	1
F_04765	PSin3	1
F_04766	PSin3	3
F_04767	PSin3	2
F_04768	PSin3	5
F_04769	PSin3	5
F_04770	PSin3	2
F_04771	PSin3	2
F_04772	PSin3	3
F_04773	PSin3	2
F_04774	PSin3	2
F_04775	PSin3	3
F_04776	PSin3	2
F_04777	PSin3	2
F_04778	PSin3	5
F_04779	PSin3	2
F_04780	PSin3	5
F_04781	PSin3	1
F_04782	PSin3	2
F_04783	PSin3	2
F_04784	PSin3	1
F_04785	PSin3	5
F_04786	PSin3	1
F_04787	PSin3	5
F_04788	PSin3	5
F_04789	PSin3	4
F_04790	PSin3	5
F_04791	PSin3	1
F_04792	PSin3	3
F_04793	PSin3	0
F_04794	PSin3	1
F_04795	PSin3	2
F_04796	PSin3	1
F_04797	PSin3	2
F_04798	PSin3	5
F_04799	PSin3	4
F_04800	PSin3	3
F_04801	PSin3	2
F_04802	PSin3	5
F_04803	PSin3	2
F_04804	PSin3	3
F_04805	PSin3	3
F_04806	PSin3	0
F_04807	PSin3	1
F_04808	PSin3	3
F_04809	PSin3	4
F_04810	PSin3	2
F_04811	PSin3	4
F_04812	PSin3	4
F_04813	PSin3	0
F_04814	PSin3	3
F_04815	PSin3	3
F_04816	PSin3	1
F_04817	PSin3	0
F_04818	PSin3	4
F_04819	PSin3	3
F_04820	PSin3	1
F_04821	PSin3	4
F_04822	PSin3	1
F_04823	PSin3	1
F_04824	PSin3	3
F_04825	PSin3	1
F_04826	PSin3	2
F_04827	PSin3	4
F_04828	PSin3	5
F_04829	PSin3	0
F_04830	PSin3	5
F_04831	PSin3	1
F_04832	PSin3	0
F_04833	PSin3	0
F_04834	PSin3	0
F_04835	PSin3	0
F_04836	PSin3	0
F_04837	PSin3	5
F_04838	PSin3	1
F_04839	PSin3	0
F_04840	PSin3	3
F_04841	PSin3	3
F_04842	PSin3	5
F_04843	PSin3	5
F_04844	PSin3	3
F_04845	PSin3	1
F_04846	PSin3	1
F_04847	PSin3	4
F_04848	PSin3	2
F_04849	PSin3	2
F_04850	PSin3	5
F_04851	PSin3	1
F_04852	PSin3	2
F_04853	PSin3	0
F_04854	PSin3	3
F_04855	PSin3	1
F_04856	PSin3	5
F_04857	PSin3	0
F_04858	PSin3	5
F_04859	PSin3	4
F_04860	PSin3	0
F_04861	PSin3	5
F_04862	PSin3	4
F_04863	PSin3	5
F_04864	PSin3	0
F_04865	PSin3	4
F_04866	PSin3	3
F_04867	PSin3	5
F_04868	PSin3	0
F_04869	PSin3	5
F_04870	PSin3	4
F_04871	PSin3	5
F_04872	PSin3	1
F_04873	PSin3	1
F_04874	PSin3	4
F_04875	PSin3	5
F_04876	PSin3	1
F_04877	PSin3	5
F_04878	PSin3	4
F_04879	PSin3	1
F_04880	PSin3	1
F_04881	PSin3	0
F_04882	PSin3	3
F_04883	PSin3	4
F_04884	PSin3	4
F_04885	PSin3	2
F_04886	PSin3	0
F_04887	PSin3	2
F_04888	PSin3	5
F_04889	PSin3	2
F_04890	PSin3	5
F_04891	PSin3	0
F_04892	PSin3	0
F_04893	PSin3	0
F_04894	PSin3	4
F_04895	PSin3	1
F_04896	PSin3	4
F_04897	PSin3	3
F_04898	PSin3	1
F_04899	PSin3	4
F_04900	PSin3	3
F_04901	PSin3	5
F_04902	PSin3	3
F_04903	PSin3	3
F_04904	PSin3	1
F_04905	PSin3	3
F_04906	PSin3	2
F_04907	PSin3	4
F_04908	PSin3	3
F_04909	PSin3	0
F_04910	PSin3	1
F_04911	PSin3	3
F_04912	PSin3	1
F_04913	PSin3	0
F_04914	PSin3	1
F_04915	PSin3	5
F_04916	PSin3	3
F_04917	PSin3	1
F_04918	PSin3	0
F_04919	PSin3	0
F_04920	PSin3	1
F_04921	PSin3	5
F_04922	PSin3	4
F_04923	PSin3	3
F_04924	PSin3	1
F_04925	PSin3	1
F_04926	PSin3	3
F_04927	PSin3	1
F_04928	PSin3	1
F_04929	PSin3	3
F_04930	PSin3	3
F_04931	PSin3	0
F_04932	PSin3	3
F_04933	PSin3	1
F_04934	PSin3	1
F_04935	PSin3	1
F_04936	PSin3	1
F_04937	PSin3	0
F_04938	PSin3	2
F_04939	PSin3	0
F_04940	PSin3	4
F_04941	PSin3	5
F_04942	PSin3	0
F_04943	PSin3	4
F_04944	PSin3	3
F_04945	PSin3	5
F_04946	PSin3	3
F_04947	PSin3	1
F_04948	PSin3	5
F_04949	PSin3	1
F_04950	PSin3	4
F_04951	PSin3	5
F_04952	PSin3	2
F_04953	PSin3	4
F_04954	PSin3	2
F_04955	PSin3	2
F_04956	PSin3	0
F_04957	PSin3	0
F_04958	PSin3	5
F_04959	PSin3	4
F_04960	PSin3	4
F_04961	PSin3	1
F_04962	PSin3	5
F_04963	PSin3	1
F_04964	PSin3	2
F_04965	PSin3	0
F_04966	PSin3	0
F_04967	PSin3	2
F_04968	PSin3	2
F_04969	PSin3	3
F_04970	PSin3	0
F_04971	PSin3	4
F_04972	PSin3	2
F_04973	PSin3	5
F_04974	PSin3	4
F_04975	PSin3	1
F_04976	PSin3	5
F_04977	PSin3	3
F_04978	PSin3	3
F_04979	PSin3	5
F_04980	PSin3	0
F_04981	PSin3	0
F_04982	PSin3	2
F_04983	PSin3	5
F_04984	PSin3	0
F_04985	PSin3	4
F_04986	PSin3	1
F_04987	PSin3	4
F_04988	PSin3	3
F_04989	PSin3	5
F_04990	PSin3	0
F_04991	PSin3	1
F_04992	PSin3	5
F_04993	PSin3	2
F_04994	PSin3	3
F_04995	PSin3	2
F_04996	PSin3	1
F_04997	PSin3	5
F_04998	PSin3	5
F_04999	PSin3	1
F_05000	PSin3	3
F_05001	PSin3	0
F_05002	PSin3	5
F_05003	PSin3	4
F_05004	PSin3	4
F_05005	PSin3	3
F_05006	PSin3	5
F_05007	PSin3	5
F_05008	PSin3	3
F_05009	PSin3	3
F_05010	PSin3	4
F_05011	PSin3	0
F_05012	PSin3	4
F_05013	PSin3	2
F_05014	PSin3	1
F_05015	PSin3	0
F_05016	PSin3	4
F_05017	PSin3	4
F_05018	PSin3	1
F_05019	PSin3	4
F_05020	PSin3	2
F_05021	PSin3	3
F_05022	PSin3	0
F_05023	PSin3	4
F_05024	PSin3	4
F_05025	PSin3	1
F_05026	PSin3	2
F_05027	PSin3	1
F_05028	PSin3	5
F_05029	PSin3	0
F_05030	PSin3	1
F_05031	PSin3	5
F_05032	PSin3	3
F_05033	PSin3	2
F_05034	PSin3	1
F_05035	PSin3	0
F_05036	PSin3	3
F_05037	PSin3	0
F_05038	PSin3	5
F_05039	PSin3	2
F_05040	PSin3	4
F_05041	PSin3	0
F_05042	PSin3	5
F_05043	PSin3	0
F_05044	PSin3	2
F_05045	PSin3	4
F_05046	PSin3	2
F_05047	PSin3	0
F_05048	PSin3	4
F_05049	PSin3	3
F_05050	PSin3	3
F_05051	PSin3	3
F_05052	PSin3	0
F_05053	PSin3	1
F_05054	PSin3	1
F_05055	PSin3	5
F_05056	PSin3	2
F_05057	PSin3	1
F_05058	PSin3	1
F_05059	PSin3	1
F_05060	PSin3	5
F_05061	PSin3	4
F_05062	PSin3	5
F_05063	PSin3	2
F_05064	PSin3	4
F_05065	PSin3	0
F_05066	PSin3	3
F_05067	PSin3	3
F_05068	PSin3	3
F_05069	PSin3	3
F_05070	PSin3	3
F_05071	PSin3	2
F_05072	PSin3	2
F_05073	PSin3	4
F_05074	PSin3	0
F_05075	PSin3	3
F_05076	PSin3	0
F_05077	PSin3	2
F_05078	PSin3	4
F_05079	PSin3	2
F_05080	PSin3	2
F_05081	PSin3	4
F_05082	PSin3	5
F_05083	PSin3	0
F_05084	PSin3	5
F_05085	PSin3	3
F_05086	PSin3	5
F_05087	PSin3	0
F_05088	PSin3	5
F_05089	PSin3	1
F_05090	PSin3	2
F_05091	PSin3	3
F_05092	PSin3	4
F_05093	PSin3	5
F_05094	PSin3	5
F_05095	PSin3	2
F_05096	PSin3	3
F_05097	PSin3	0
F_05098	PSin3	4
F_05099	PSin3	1
F_05100	PSin3	0
F_05101	PSin3	5
F_05102	PSin3	4
F_05103	PSin3	5
F_05104	PSin3	5
F_05105	PSin3	5
F_05106	PSin3	3
F_05107	PSin3	1
F_05108	PSin3	4
F_05109	PSin3	4
F_05110	PSin3	3
F_05111	PSin3	3
F_05112	PSin3	2
F_05113	PSin3	0
F_05114	PSin3	1
F_05115	PSin3	1
F_05116	PSin3	3
F_05117	PSin3	0
F_05118	PSin3	1
F_05119	PSin3	1
F_05120	PSin3	5
F_05121	PSin3	0
F_05122	PSin3	1
F_05123	PSin3	1
F_05124	PSin3	4
F_05125	PSin3	2
F_05126	PSin3	4
F_05127	PSin3	5
F_05128	PSin3	1
F_05129	PSin3	5
F_05130	PSin3	4
F_05131	PSin3	2
F_05132	PSin3	2
F_05133	PSin3	3
F_05134	PSin3	5
F_05135	PSin3	3
F_05136	PSin3	4
F_05137	PSin3	5
F_05138	PSin3	3
F_05139	PSin3	0
F_05140	PSin3	2
F_05141	PSin3	0
F_05142	PSin3	1
F_05143	PSin3	0
F_05144	PSin3	5
F_05145	PSin3	1
F_05146	PSin3	3
F_05147	PSin3	1
F_05148	PSin3	1
F_05149	PSin3	5
F_05150	PSin3	3
F_05151	PSin3	4
F_05152	PSin3	4
F_05153	PSin3	5
F_05154	PSin3	4
F_05155	PSin3	3
F_05156	PSin3	5
F_05157	PSin3	2
F_05158	PSin3	2
F_05159	PSin3	4
F_05160	PSin3	2
F_05161	PSin3	4
F_05162	PSin3	5
F_05163	PSin3	3
F_05164	PSin3	5
F_05165	PSin3	3
F_05166	PSin3	4
F_05167	PSin3	0
F_05168	PSin3	2
F_05169	PSin3	0
F_05170	PSin3	0
F_05171	PSin3	3
F_05172	PSin3	2
F_05173	PSin3	1
F_05174	PSin3	3
F_05175	PSin3	4
F_05176	PSin3	3
F_05177	PSin3	1
F_05178	PSin3	0
F_05179	PSin3	5
F_05180	PSin3	0
F_05181	PSin3	2
F_05182	PSin3	0
F_05183	PSin3	3
F_05184	PSin3	0
F_05185	PSin3	4
F_05186	PSin3	3
F_05187	PSin3	4
F_05188	PSin3	4
F_05189	PSin3	0
F_05190	PSin3	5
F_05191	PSin3	3
F_05192	PSin3	0
F_05193	PSin3	2
F_05194	PSin3	5
F_05195	PSin3	1
F_05196	PSin3	4
F_05197	PSin3	4
F_05198	PSin3	3
F_05199	PSin3	3
F_05200	PSin3	3
F_05201	PSin3	4
F_05202	PSin3	2
F_05203	PSin3	4
F_05204	PSin3	1
F_05205	PSin3	2
F_05206	PSin3	5
F_05207	PSin3	0
F_05208	PSin3	2
F_05209	PSin3	5
F_05210	PSin3	5
F_05211	PSin3	3
F_05212	PSin3	0
F_05213	PSin3	0
F_05214	PSin3	5
F_05215	PSin3	4
F_05216	PSin3	0
F_05217	PSin3	5
F_05218	PSin3	2
F_05219	PSin3	0
F_05220	PSin3	2
F_05221	PSin3	2
F_05222	PSin3	5
F_05223	PSin3	3
F_05224	PSin3	0
F_05225	PSin3	1
F_05226	PSin3	3
F_05227	PSin3	1
F_05228	PSin3	2
F_05229	PSin3	3
F_05230	PSin3	0
F_05231	PSin3	2
F_05232	PSin3	1
F_05233	PSin3	0
F_05234	PSin3	4
F_05235	PSin3	0
F_05236	PSin3	0
F_05237	PSin3	4
F_05238	PSin3	0
F_05239	PSin3	2
F_05240	PSin3	2
F_05241	PSin3	4
F_05242	PSin3	2
F_05243	PSin3	0
F_05244	PSin3	4
F_05245	PSin3	4
F_05246	PSin3	1
F_05247	PSin3	3
F_05248	PSin3	4
F_05249	PSin3	5
F_05250	PSin3	3
F_05251	PSin3	0
F_05252	PSin3	3
F_05253	PSin3	3
F_05254	PSin3	3
F_05255	PSin3	3
F_05256	PSin3	3
F_05257	PSin3	2
F_05258	PSin3	2
F_05259	PSin3	3
F_05260	PSin3	2
F_05261	PSin3	0
F_05262	PSin3	0
F_05263	PSin3	1
F_05264	PSin3	2
F_05265	PSin3	3
F_05266	PSin3	2
F_05267	PSin3	3
F_05268	PSin3	5
F_05269	PSin3	4
F_05270	PSin3	0
F_05271	PSin3	2
F_05272	PSin3	1
F_05273	PSin3	1
F_05274	PSin3	0
F_05275	PSin3	1
F_05276	PSin3	4
F_05277	PSin3	5
F_05278	PSin3	2
F_05279	PSin3	0
F_05280	PSin3	0
F_05281	PSin3	0
F_05282	PSin3	0
F_05283	PSin3	3
F_05284	PSin3	2
F_05285	PSin3	3
F_05286	PSin3	4
F_05287	PSin3	3
F_05288	PSin3	4
F_05289	PSin3	3
F_05290	PSin3	0
F_05291	PSin3	1
F_05292	PSin3	5
F_05293	PSin3	4
F_05294	PSin3	4
F_05295	PSin3	0
F_05296	PSin3	0
F_05297	PSin3	5
F_05298	PSin3	2
F_05299	PSin3	4
F_05300	PSin3	4
F_05301	PSin3	1
F_05302	PSin3	0
F_05303	PSin3	2
F_05304	PSin3	4
F_05305	PSin3	2
F_05306	PSin3	4
F_05307	PSin3	5
F_05308	PSin3	3
F_05309	PSin3	4
F_05310	PSin3	0
F_05311	PSin3	5
F_05312	PSin3	5
F_05313	PSin3	5
F_05314	PSin3	2
F_05315	PSin3	5
F_05316	PSin3	1
F_05317	PSin3	2
F_05318	PSin3	0
F_05319	PSin3	4
F_05320	PSin3	5
F_05321	PSin3	5
F_05322	PSin3	0
F_05323	PSin3	3
F_05324	PSin3	3
F_05325	PSin3	2
F_05326	PSin3	4
F_05327	PSin3	2
F_05328	PSin3	5
F_05329	PSin3	5
